,flags.outsideRadius,reasons.count,reasons.items,referralId,venue.categories,venue.delivery.id,venue.delivery.provider.icon.name,venue.delivery.provider.icon.prefix,venue.delivery.provider.icon.sizes,venue.delivery.provider.name,venue.delivery.url,venue.id,venue.location.address,venue.location.cc,venue.location.city,venue.location.country,venue.location.crossStreet,venue.location.distance,venue.location.formattedAddress,venue.location.labeledLatLngs,venue.location.lat,venue.location.lng,venue.location.neighborhood,venue.location.postalCode,venue.location.state,venue.name,venue.photos.count,venue.photos.groups,venue.venuePage.id
27,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4a1a3855f964a520897a1fe3-27,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4a1a3855f964a520897a1fe3,103 Pacific Coast Hwy,US,Huntington Beach,United States,btwn Beach Blvd. & Seapoint St.,29277,"['103 Pacific Coast Hwy (btwn Beach Blvd. & Seapoint St.)', 'Huntington Beach, CA 92648', 'United States']","[{'label': 'display', 'lat': 33.66235342235485, 'lng': -118.0099868774414}]",33.66235342235485,-118.0099868774414,,92648,CA,Huntington Beach City Beach,0,[],
28,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4b0866aef964a5200b0b23e3-28,"[{'id': '4bf58dd8d48988d132941735', 'name': 'Church', 'pluralName': 'Churches', 'shortName': 'Church', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/religious_church_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4b0866aef964a5200b0b23e3,26801 Ortega Hwy,US,San Juan Capistrano,United States,,8359,"['26801 Ortega Hwy', 'San Juan Capistrano, CA 92675', 'United States']","[{'label': 'display', 'lat': 33.502433043550475, 'lng': -117.66250133514404}]",33.502433043550475,-117.66250133514404,,92675,CA,Mission San Juan Capistrano,0,[],
29,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4b7ad665f964a520ec3f2fe3-29,"[{'id': '50aaa4314b90af0d42d5de10', 'name': 'Island', 'pluralName': 'Islands', 'shortName': 'Island', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/neighborhood_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4b7ad665f964a520ec3f2fe3,228 Marine Ave,US,Newport Beach,United States,Balboa Ave,16678,"['228 Marine Ave (Balboa Ave)', 'Newport Beach, CA 92662', 'United States']","[{'label': 'display', 'lat': 33.60695292714228, 'lng': -117.88982391357422}]",33.60695292714228,-117.88982391357422,,92662,CA,Balboa Island,0,[],
0,,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4f5e8389e4b06ca37cd93bfc-0,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4f5e8389e4b06ca37cd93bfc,North Coast Hwy,US,Laguna Beach,United States,,475,"['North Coast Hwy', 'Laguna Beach, CA 92651', 'United States']","[{'label': 'display', 'lat': 33.564983586986, 'lng': -117.83104598522186}]",33.564983586986,-117.83104598522186,,92651,CA,Crystal Cove Beach,0,[],
1,,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4c94de8072dd224bdcdf9d91-1,"[{'id': '4bf58dd8d48988d1e6941735', 'name': 'Golf Course', 'pluralName': 'Golf Courses', 'shortName': 'Golf Course', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/golfcourse_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4c94de8072dd224bdcdf9d91,Pelican Hill Road South,US,Newport Beach,United States,Newport Coast,2722,"['Pelican Hill Road South (Newport Coast)', 'Newport Beach, CA 92657', 'United States']","[{'label': 'display', 'lat': 33.58482528985138, 'lng': -117.84181366234579}]",33.58482528985138,-117.84181366234579,,92657,CA,Pelican Hill Golf Club,0,[],
2,,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4b81e132f964a5206dc230e3-2,"[{'id': '4bf58dd8d48988d163941735', 'name': 'Park', 'pluralName': 'Parks', 'shortName': 'Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4b81e132f964a5206dc230e3,,US,Laguna Beach,United States,,2761,"['Laguna Beach, CA', 'United States']","[{'label': 'display', 'lat': 33.5476238689837, 'lng': -117.80388258787465}]",33.5476238689837,-117.80388258787465,,,CA,Crescent Bay Point Park,0,[],
3,,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4be875e088ed2d7f07e6cb1d-3,"[{'id': '4bf58dd8d48988d165941735', 'name': 'Scenic Lookout', 'pluralName': 'Scenic Lookouts', 'shortName': 'Scenic Lookout', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/sceniclookout_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4be875e088ed2d7f07e6cb1d,300 - 500 Cliff Drive,US,Laguna Beach,United States,Jasmine St,3998,"['300 - 500 Cliff Drive (Jasmine St)', 'Laguna Beach, CA 92651', 'United States']","[{'label': 'display', 'lat': 33.54366692897894, 'lng': -117.79065553986779}]",33.54366692897894,-117.79065553986779,,92651,CA,Heisler Park,0,[],
4,,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-517c5012e4b04cd47f959595-4,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,517c5012e4b04cd47f959595,1600 S Coast Hwy,US,Laguna Beach,United States,,4760,"['1600 S Coast Hwy', 'Laguna Beach, CA 92651', 'United States']","[{'label': 'display', 'lat': 33.54050042998516, 'lng': -117.7833080291748}]",33.54050042998516,-117.7833080291748,,92651,CA,Laguna Beach,0,[],
5,,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4b649c75f964a52002c22ae3-5,"[{'id': '4bf58dd8d48988d165941735', 'name': 'Scenic Lookout', 'pluralName': 'Scenic Lookouts', 'shortName': 'Scenic Lookout', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/sceniclookout_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4b649c75f964a52002c22ae3,Ocean Blvd.,US,Newport Beach,United States,Narcissus Ave,5261,"['Ocean Blvd. (Narcissus Ave)', 'Newport Beach, CA', 'United States']","[{'label': 'display', 'lat': 33.59240026640861, 'lng': -117.8715510550742}]",33.59240026640861,-117.8715510550742,,,CA,Inspiration Point,0,[],
6,,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4a624047f964a52086c31fe3-6,"[{'id': '5bae9231bedf3950379f89d0', 'name': 'State / Provincial Park', 'pluralName': 'State / Provincial Parks', 'shortName': 'State / Provincial Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/default_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4a624047f964a52086c31fe3,3001 Ocean Blvd,US,Newport Beach,United States,at Iris Ave,5730,"['3001 Ocean Blvd (at Iris Ave)', 'Newport Beach, CA 92625', 'United States']","[{'label': 'display', 'lat': 33.593477057430086, 'lng': -117.87684202194214}]",33.593477057430086,-117.87684202194214,,92625,CA,Corona del Mar State Beach,0,[],
7,,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4a6a3321f964a520d3cc1fe3-7,"[{'id': '4bf58dd8d48988d1e3941735', 'name': 'Surf Spot', 'pluralName': 'Surf Spots', 'shortName': 'Surf Spot', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/surfspot_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4a6a3321f964a520d3cc1fe3,Balboa Peninsula,US,Newport Beach,United States,,6063,"['Balboa Peninsula', 'Newport Beach, CA 92661', 'United States']","[{'label': 'display', 'lat': 33.59342343570548, 'lng': -117.88119792938232}]",33.59342343570548,-117.88119792938232,,92661,CA,The Wedge,0,[],
8,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4e1399ce18388432510017dd-8,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4e1399ce18388432510017dd,E Balboa Blvd,US,Newport Beach,United States,at Main,8065,"['E Balboa Blvd (at Main)', 'Newport Beach, CA', 'United States']","[{'label': 'display', 'lat': 33.601355065706635, 'lng': -117.90068435836042}]",33.601355065706635,-117.90068435836042,,,CA,Balboa Beach,0,[],
9,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4b883f26f964a5202eea31e3-9,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4b883f26f964a5202eea31e3,30801 Coast Hwy,US,Laguna Beach,United States,,8569,"['30801 Coast Hwy', 'Laguna Beach, CA 92651', 'United States']","[{'label': 'display', 'lat': 33.51370645610642, 'lng': -117.75630665074546}]",33.51370645610642,-117.75630665074546,,92651,CA,Treasure Island Beach,0,[],
10,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-465c28cef964a5202e471fe3-10,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,465c28cef964a5202e471fe3,31131 S. Pacific Coast Hwy,US,Laguna Beach,United States,at Aliso Way,9143,"['31131 S. Pacific Coast Hwy (at Aliso Way)', 'Laguna Beach, CA 92651', 'United States']","[{'label': 'display', 'lat': 33.509923318433614, 'lng': -117.75206913886436}]",33.509923318433614,-117.75206913886436,,92651,CA,Aliso Beach,0,[],
11,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4c719ee3d944224bfab20a29-11,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4c719ee3d944224bfab20a29,,US,Newport Beach,United States,,10730,"['Newport Beach, CA 92663', 'United States']","[{'label': 'display', 'lat': 33.60833409148612, 'lng': -117.92889053679741}]",33.60833409148612,-117.92889053679741,,92663,CA,Newport Beach Boardwalk,0,[],
12,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4f23dbfde4b0617643ae395e-12,"[{'id': '4bf58dd8d48988d1e3941735', 'name': 'Surf Spot', 'pluralName': 'Surf Spots', 'shortName': 'Surf Spot', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/surfspot_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4f23dbfde4b0617643ae395e,25th St,US,Newport Beach,United States,Balboa,10982,"['25th St (Balboa)', 'Newport Beach, CA 92663', 'United States']","[{'label': 'display', 'lat': 33.610755360822786, 'lng': -117.93043516955288}]",33.610755360822786,-117.93043516955288,,92663,CA,Newport Beach @ Ocean View,0,[],
13,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4a7a3c38f964a520f4e81fe3-13,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4a7a3c38f964a520f4e81fe3,33333 S Pacific Coast Hwy,US,Dana Point,United States,at Ritz Carlton Dr,13818,"['33333 S Pacific Coast Hwy (at Ritz Carlton Dr)', 'Dana Point, CA 92629', 'United States']","[{'label': 'display', 'lat': 33.47668148866409, 'lng': -117.72043935173336}]",33.47668148866409,-117.72043935173336,,92629,CA,Salt Creek Beach,0,[],
14,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4bbab7341261d13a83ffea98-14,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4bbab7341261d13a83ffea98,Strands Beach,US,Dana Point,United States,,14938,"['Strands Beach', 'Dana Point, CA 92629', 'United States']","[{'label': 'display', 'lat': 33.46794125004406, 'lng': -117.71387562512432}]",33.46794125004406,-117.71387562512432,,92629,CA,Strands Beach,0,[],
15,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4b2d8e41f964a520d3d824e3-15,"[{'id': '4bf58dd8d48988d1e0941735', 'name': 'Harbor / Marina', 'pluralName': 'Harbors / Marinas', 'shortName': 'Harbor / Marina', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/harbor_', 'suffix': '.png'}, 'primary': True}]",409879,/delivery_provider_grubhub_20180129.png,https://fastly.4sqi.net/img/general/cap/,"[40, 50]",grubhub,https://www.grubhub.com/restaurant/harbor-deli-34667-street-of-the-golden-lantern-dana-point/409879?affiliate=1131&utm_source=foursquare-affiliate-network&utm_medium=affiliate&utm_campaign=1131&utm_content=409879,4b2d8e41f964a520d3d824e3,34624 Golden Lantern Dr.,US,Dana Point,United States,Dana Point Harbor Drive,16734,"['34624 Golden Lantern Dr. (Dana Point Harbor Drive)', 'Dana Point, CA 92629', 'United States']","[{'label': 'display', 'lat': 33.461663774048354, 'lng': -117.6941728591919}]",33.461663774048354,-117.6941728591919,,92629,CA,Dana Point Harbor,0,[],
16,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4a1a3855f964a520897a1fe3-16,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4a1a3855f964a520897a1fe3,103 Pacific Coast Hwy,US,Huntington Beach,United States,btwn Beach Blvd. & Seapoint St.,20254,"['103 Pacific Coast Hwy (btwn Beach Blvd. & Seapoint St.)', 'Huntington Beach, CA 92648', 'United States']","[{'label': 'display', 'lat': 33.66235342235485, 'lng': -118.0099868774414}]",33.66235342235485,-118.0099868774414,,92648,CA,Huntington Beach City Beach,0,[],
17,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4c58b1f12fa89c741f5b1323-17,"[{'id': '4bf58dd8d48988d159941735', 'name': 'Trail', 'pluralName': 'Trails', 'shortName': 'Trail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/hikingtrail_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4c58b1f12fa89c741f5b1323,611 Ave Victoria,US,San Clemente,United States,,24564,"['611 Ave Victoria', 'San Clemente, CA 92672', 'United States']","[{'label': 'display', 'lat': 33.423407852267076, 'lng': -117.62228017114991}]",33.423407852267076,-117.62228017114991,,92672,CA,San Clemente Beach Trail,0,[],
18,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-5015863ae4b020985c767e26-18,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,5015863ae4b020985c767e26,,US,San Clemente,United States,,25006,"['San Clemente, CA 92672', 'United States']","[{'label': 'display', 'lat': 33.42007136135177, 'lng': -117.61940921514329}]",33.42007136135177,-117.61940921514329,,92672,CA,San Clemente Beach,0,[],
19,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4d26943c6e27a143cce40624-19,"[{'id': '4bf58dd8d48988d164941735', 'name': 'Plaza', 'pluralName': 'Plazas', 'shortName': 'Plaza', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/plaza_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4d26943c6e27a143cce40624,"Main Street, U.S.A.",US,Anaheim,United States,at Disneyland Park,28721,"['Main Street, U.S.A. (at Disneyland Park)', 'Anaheim, CA 92802', 'United States']","[{'label': 'display', 'lat': 33.81033090924487, 'lng': -117.91909923710223}]",33.81033090924487,-117.91909923710223,,92802,CA,Town Square,0,[],
20,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4b7ad665f964a520ec3f2fe3-20,"[{'id': '50aaa4314b90af0d42d5de10', 'name': 'Island', 'pluralName': 'Islands', 'shortName': 'Island', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/neighborhood_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4b7ad665f964a520ec3f2fe3,228 Marine Ave,US,Newport Beach,United States,Balboa Ave,7592,"['228 Marine Ave (Balboa Ave)', 'Newport Beach, CA 92662', 'United States']","[{'label': 'display', 'lat': 33.60695292714228, 'lng': -117.88982391357422}]",33.60695292714228,-117.88982391357422,,92662,CA,Balboa Island,0,[],
21,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4fbef8bfe4b054971eee40ca-21,"[{'id': '5109983191d435c0d71c2bb1', 'name': 'Theme Park Ride / Attraction', 'pluralName': 'Theme Park Rides/Attractions', 'shortName': 'Theme Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/themepark_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4fbef8bfe4b054971eee40ca,Cars Land,US,Anaheim,United States,at Disney California Adventure Park,28127,"['Cars Land (at Disney California Adventure Park)', 'Anaheim, CA 92802', 'United States']","[{'label': 'display', 'lat': 33.804751192654976, 'lng': -117.919035726368}]",33.804751192654976,-117.919035726368,,92802,CA,Radiator Springs Racers,0,[],
22,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-5b296993acb37f00394d6fa7-22,"[{'id': '4bf58dd8d48988d182941735', 'name': 'Theme Park', 'pluralName': 'Theme Parks', 'shortName': 'Theme Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/themepark_', 'suffix': '.png'}, 'primary': True}]",,,,,,,5b296993acb37f00394d6fa7,1313 Disneyland Dr.,US,Anaheim,United States,,28167,"['1313 Disneyland Dr.', 'Anaheim, CA 92802', 'United States']","[{'label': 'display', 'lat': 33.804664328046805, 'lng': -117.9207460416069}]",33.804664328046805,-117.9207460416069,,92802,CA,Incredicoaster,0,[],
23,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4aa5739bf964a5206c4820e3-23,"[{'id': '5109983191d435c0d71c2bb1', 'name': 'Theme Park Ride / Attraction', 'pluralName': 'Theme Park Rides/Attractions', 'shortName': 'Theme Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/themepark_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4aa5739bf964a5206c4820e3,1313 Disneyland Dr,US,Anaheim,United States,in Disney California Adventure Park,28186,"['1313 Disneyland Dr (in Disney California Adventure Park)', 'Anaheim, CA 92802', 'United States']","[{'label': 'display', 'lat': 33.80459014001577, 'lng': -117.92165805510422}]",33.80459014001577,-117.92165805510422,,92802,CA,Toy Story Midway Mania!,0,[],
24,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4f74fe25e4b068bbad0cce7b-24,"[{'id': '5109983191d435c0d71c2bb1', 'name': 'Theme Park Ride / Attraction', 'pluralName': 'Theme Park Rides/Attractions', 'shortName': 'Theme Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/themepark_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4f74fe25e4b068bbad0cce7b,Disney California Adventure Park,US,Anaheim,United States,at Disneyland Resort,28256,"['Disney California Adventure Park (at Disneyland Resort)', 'Anaheim, CA 92802', 'United States']",,33.80591838535113,-117.91921625759149,,92802,CA,Cars Land,0,[],
25,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-58b471202f91cb48ee19066b-25,"[{'id': '5109983191d435c0d71c2bb1', 'name': 'Theme Park Ride / Attraction', 'pluralName': 'Theme Park Rides/Attractions', 'shortName': 'Theme Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/themepark_', 'suffix': '.png'}, 'primary': True}]",,,,,,,58b471202f91cb48ee19066b,1313 Disneyland Dr,US,Anaheim,United States,Hollywood Land,28286,"['1313 Disneyland Dr (Hollywood Land)', 'Anaheim, CA 92802', 'United States']","[{'label': 'display', 'lat': 33.806767, 'lng': -117.917057}]",33.806767,-117.917057,,92802,CA,Guardians of the Galaxy - Mission: BREAKOUT!,0,[],
26,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-45db8eb5f964a520fd421fe3-26,"[{'id': '4bf58dd8d48988d182941735', 'name': 'Theme Park', 'pluralName': 'Theme Parks', 'shortName': 'Theme Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/themepark_', 'suffix': '.png'}, 'primary': True}]",,,,,,,45db8eb5f964a520fd421fe3,1313 Disneyland Dr,US,Anaheim,United States,at Disneyland Resort,28323,"['1313 Disneyland Dr (at Disneyland Resort)', 'Anaheim, CA 92802', 'United States']","[{'label': 'display', 'lat': 33.806112, 'lng': -117.920859}]",33.806112,-117.920859,,92802,CA,Disney California Adventure Park,0,[],
27,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-57640925498ed7bb3d93e6ec-27,"[{'id': '5109983191d435c0d71c2bb1', 'name': 'Theme Park Ride / Attraction', 'pluralName': 'Theme Park Rides/Attractions', 'shortName': 'Theme Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/themepark_', 'suffix': '.png'}, 'primary': True}]",,,,,,,57640925498ed7bb3d93e6ec,1313 Disneyland Dr,US,Anaheim,United States,,28540,"['1313 Disneyland Dr', 'Anaheim, CA 92802', 'United States']","[{'label': 'display', 'lat': 33.808396085379044, 'lng': -117.91997103439326}]",33.808396085379044,-117.91997103439326,,92802,CA,Soarin' Around the World,0,[],
28,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4fcfbaa0e4b0e4dad0082ba9-28,"[{'id': '5109983191d435c0d71c2bb1', 'name': 'Theme Park Ride / Attraction', 'pluralName': 'Theme Park Rides/Attractions', 'shortName': 'Theme Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/themepark_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4fcfbaa0e4b0e4dad0082ba9,Disney California Adventure Park,US,Anaheim,United States,at Disneyland Resort,28527,"['Disney California Adventure Park (at Disneyland Resort)', 'Anaheim, CA 92802', 'United States']","[{'label': 'display', 'lat': 33.80853293895353, 'lng': -117.91900424406745}]",33.80853293895353,-117.91900424406745,,92802,CA,Buena Vista Street,0,[],
29,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-47f80aa8f964a520be4e1fe3-29,"[{'id': '4bf58dd8d48988d182941735', 'name': 'Theme Park', 'pluralName': 'Theme Parks', 'shortName': 'Theme Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/themepark_', 'suffix': '.png'}, 'primary': True}]",,,,,,,47f80aa8f964a520be4e1fe3,Disneyland Park,US,Anaheim,United States,at Disneyland Resort,28719,"['Disneyland Park (at Disneyland Resort)', 'Anaheim, CA 92802', 'United States']",,33.81033975319963,-117.91901029449046,,92802,CA,"Main Street, U.S.A.",0,[],
30,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-40f86c00f964a520bd0a1fe3-30,"[{'id': '4bf58dd8d48988d182941735', 'name': 'Theme Park', 'pluralName': 'Theme Parks', 'shortName': 'Theme Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/themepark_', 'suffix': '.png'}, 'primary': True}]",,,,,,,40f86c00f964a520bd0a1fe3,1313 Disneyland Dr,US,Anaheim,United States,btwn Ball Rd & Katella Ave,28734,"['1313 Disneyland Dr (btwn Ball Rd & Katella Ave)', 'Anaheim, CA 92802', 'United States']","[{'label': 'display', 'lat': 33.810485, 'lng': -117.918989}]",33.810485,-117.918989,,92802,CA,Disneyland Park,0,[],
31,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4fc95e6de4b0da170820ec80-31,"[{'id': '4bf58dd8d48988d1e2931735', 'name': 'Art Gallery', 'pluralName': 'Art Galleries', 'shortName': 'Art Gallery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/artgallery_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4fc95e6de4b0da170820ec80,1580 S Disneyland Dr,US,Anaheim,United States,at Downtown Disney,28715,"['1580 S Disneyland Dr (at Downtown Disney)', 'Anaheim, CA 92802', 'United States']","[{'label': 'display', 'lat': 33.809152662863674, 'lng': -117.9232724501571}]",33.809152662863674,-117.9232724501571,,92802,CA,Wonderground Gallery,0,[],
32,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-47f809c6f964a520b94e1fe3-32,"[{'id': '4bf58dd8d48988d182941735', 'name': 'Theme Park', 'pluralName': 'Theme Parks', 'shortName': 'Theme Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/themepark_', 'suffix': '.png'}, 'primary': True}]",,,,,,,47f809c6f964a520b94e1fe3,Disneyland Park,US,Anaheim,United States,at Disneyland Resort,28859,"['Disneyland Park (at Disneyland Resort)', 'Anaheim, CA 92802', 'United States']",,33.81105963713054,-117.92125299113782,,92802,CA,New Orleans Square,0,[],
