,flags.outsideRadius,reasons.count,reasons.items,referralId,venue.categories,venue.delivery.id,venue.delivery.provider.icon.name,venue.delivery.provider.icon.prefix,venue.delivery.provider.icon.sizes,venue.delivery.provider.name,venue.delivery.url,venue.id,venue.location.address,venue.location.cc,venue.location.city,venue.location.country,venue.location.crossStreet,venue.location.distance,venue.location.formattedAddress,venue.location.labeledLatLngs,venue.location.lat,venue.location.lng,venue.location.neighborhood,venue.location.postalCode,venue.location.state,venue.name,venue.photos.count,venue.photos.groups,venue.venuePage.id
1,,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-5768987d498e1f09148b55ea-1,"[{'id': '52e81612bcbc57f1066b7a13', 'name': 'Nature Preserve', 'pluralName': 'Nature Preserves', 'shortName': 'Preserve', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/naturepreserve_', 'suffix': '.png'}, 'primary': True}]",,,,,,,5768987d498e1f09148b55ea,,US,Big Sur,United States,,2829,"['Big Sur, CA 93920', 'United States']","[{'label': 'display', 'lat': 36.288297, 'lng': -121.805805}]",36.288297,-121.805805,,93920,CA,Big Sur,0,[],
2,,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4bc3a47ef8219c749c66b610-2,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4bc3a47ef8219c749c66b610,Sycamore Canyon Road Big Sur,US,Big Sur,United States,at Highway 1,3420,"['Sycamore Canyon Road Big Sur (at Highway 1)', 'Big Sur, CA 93920', 'United States']","[{'label': 'display', 'lat': 36.23894285005125, 'lng': -121.81728601455687}]",36.23894285005125,-121.81728601455687,,93920,CA,Pfeiffer Beach,0,[],
3,,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-50551c4de4b012cb8270489c-3,"[{'id': '56aa371be4b08b9a8d573560', 'name': 'Waterfall', 'pluralName': 'Waterfalls', 'shortName': 'Waterfall', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/default_', 'suffix': '.png'}, 'primary': True}]",,,,,,,50551c4de4b012cb8270489c,Cabrillo Hwy,US,Big Sur,United States,,4807,"['Cabrillo Hwy', 'Big Sur, CA 93920', 'United States']","[{'label': 'display', 'lat': 36.227934904444396, 'lng': -121.7666244506836}]",36.227934904444396,-121.7666244506836,,93920,CA,McWay Falls,0,[],
4,,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4c212c25497cb71369ad6cd8-4,"[{'id': '5bae9231bedf3950379f89d0', 'name': 'State / Provincial Park', 'pluralName': 'State / Provincial Parks', 'shortName': 'State / Provincial Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/default_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4c212c25497cb71369ad6cd8,2211 Garden Rd,US,Big Sur,United States,coast road and cabrillo highway,5025,"['2211 Garden Rd (coast road and cabrillo highway)', 'Big Sur, CA 93940', 'United States']","[{'label': 'display', 'lat': 36.28733518120712, 'lng': -121.84375405311583}]",36.28733518120712,-121.84375405311583,,93940,CA,Andrew Molera State Park,0,[],
5,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4bb7a3d598c7ef3bd91c3002-5,"[{'id': '4bf58dd8d48988d15d941735', 'name': 'Lighthouse', 'pluralName': 'Lighthouses', 'shortName': 'Lighthouse', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/lighthouse_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4bb7a3d598c7ef3bd91c3002,Hwy 1,US,Big Sur,United States,,10592,"['Hwy 1', 'Big Sur, CA', 'United States']","[{'label': 'display', 'lat': 36.30620300173282, 'lng': -121.90159320831299}]",36.30620300173282,-121.90159320831299,,,CA,Point Sur Lightstation,0,[],
6,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4bde45510ee3a593909830b0-6,"[{'id': '4bf58dd8d48988d165941735', 'name': 'Scenic Lookout', 'pluralName': 'Scenic Lookouts', 'shortName': 'Scenic Lookout', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/sceniclookout_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4bde45510ee3a593909830b0,Cabrillo Hwy (CA-1),US,Carmel,United States,,14127,"['Cabrillo Hwy (CA-1)', 'Carmel, CA 93923', 'United States']","[{'label': 'display', 'lat': 36.35722194704595, 'lng': -121.90282237824303}]",36.35722194704595,-121.90282237824303,,93923,CA,Hurricane Point,0,[],
7,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4bbd305207809521535dda91-7,"[{'id': '5bae9231bedf3950379f89d0', 'name': 'State / Provincial Park', 'pluralName': 'State / Provincial Parks', 'shortName': 'State / Provincial Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/default_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4bbd305207809521535dda91,65084 Highway 1,US,Big Sur,United States,,15720,"['65084 Highway 1', 'Big Sur, CA 93920', 'United States']","[{'label': 'display', 'lat': 36.16947684982376, 'lng': -121.6658592224121}]",36.16947684982376,-121.6658592224121,,93920,CA,Julia Pfeiffer Burns State Park,0,[],
8,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-5654fb51498eb6de6c1fe12d-8,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,5654fb51498eb6de6c1fe12d,,US,Big Sur,United States,,23526,"['Big Sur, CA', 'United States']","[{'label': 'display', 'lat': 36.447731590886995, 'lng': -121.92585292900998}]",36.447731590886995,-121.92585292900998,,,CA,Garrapata Beach,0,[],
9,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4e2c6deb52b1b8f1986bc378-9,"[{'id': '4bf58dd8d48988d165941735', 'name': 'Scenic Lookout', 'pluralName': 'Scenic Lookouts', 'shortName': 'Scenic Lookout', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/sceniclookout_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4e2c6deb52b1b8f1986bc378,,US,Carmel,United States,,25880,"['Carmel, CA', 'United States']","[{'label': 'display', 'lat': 36.4690053886293, 'lng': -121.93236317473077}]",36.4690053886293,-121.93236317473077,,,CA,Scenic Overlook,0,[],
10,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4e73a44d2271391c7070d0b8-10,"[{'id': '4bf58dd8d48988d165941735', 'name': 'Scenic Lookout', 'pluralName': 'Scenic Lookouts', 'shortName': 'Scenic Lookout', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/sceniclookout_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4e73a44d2271391c7070d0b8,,US,Carmel Highlands,United States,,28988,"['Carmel Highlands, CA', 'United States']","[{'label': 'display', 'lat': 36.49874093318282, 'lng': -121.93628112047745}]",36.49874093318282,-121.93628112047745,,,CA,Carmel Highlands,0,[],
11,,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-597b547cdd84420c83049949-11,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,597b547cdd84420c83049949,,US,Big Sur,United States,,5847,"['Big Sur, CA', 'United States']","[{'label': 'display', 'lat': 36.280975, 'lng': -121.857405}]",36.280975,-121.857405,,,CA,Andrew Molera Beach,0,[],
12,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4bc2609474a9a5935d46d3f6-12,"[{'id': '5bae9231bedf3950379f89d0', 'name': 'State / Provincial Park', 'pluralName': 'State / Provincial Parks', 'shortName': 'State / Provincial Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/default_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4bc2609474a9a5935d46d3f6,27830 Highway 1,US,Carmel,United States,,31108,"['27830 Highway 1', 'Carmel, CA 93923', 'United States']","[{'label': 'display', 'lat': 36.518717, 'lng': -121.939078}]",36.518717,-121.939078,,93923,CA,Point Lobos State Reserve,0,[],
13,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4e848af79adf280bf79bd264-13,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4e848af79adf280bf79bd264,,US,Carmel,United States,,31351,"['Carmel, CA 93923', 'United States']","[{'label': 'display', 'lat': 36.52054614134831, 'lng': -121.94063909371538}]",36.52054614134831,-121.94063909371538,,93923,CA,Whaler's Cove,0,[],
14,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-59ac5293112c6c22feac31a6-14,"[{'id': '4bf58dd8d48988d163941735', 'name': 'Park', 'pluralName': 'Parks', 'shortName': 'Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}, 'primary': True}]",,,,,,,59ac5293112c6c22feac31a6,,US,,United States,,31323,"['California', 'United States']","[{'label': 'display', 'lat': 36.516538, 'lng': -121.950417}]",36.516538,-121.950417,,,California,Sea Lion Cove,0,[],
15,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4b437b07f964a52064e125e3-15,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4b437b07f964a52064e125e3,CA 1,US,Carmel,United States,,31090,"['CA 1', 'Carmel, CA 93923', 'United States']","[{'label': 'display', 'lat': 36.52253048366743, 'lng': -121.92762529123596}]",36.52253048366743,-121.92762529123596,,93923,CA,Monastery Beach,0,[],
16,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-57789567498ebddf8e2cf4cf-16,"[{'id': '4bf58dd8d48988d159941735', 'name': 'Trail', 'pluralName': 'Trails', 'shortName': 'Trail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/hikingtrail_', 'suffix': '.png'}, 'primary': True}]",,,,,,,57789567498ebddf8e2cf4cf,,US,Big Sur,United States,,19658,"['Big Sur, CA', 'United States']","[{'label': 'display', 'lat': 36.412907, 'lng': -121.913964}]",36.412907,-121.913964,,,CA,Ewaldsen loop,0,[],
17,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4c410468ff711b8dae5d1105-17,"[{'id': '4bf58dd8d48988d162941735', 'name': 'Other Great Outdoors', 'pluralName': 'Other Great Outdoors', 'shortName': 'Other Outdoors', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/outdoors_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4c410468ff711b8dae5d1105,Pacific Coast Highway,US,Big Sur,United States,,12426,"['Pacific Coast Highway', 'Big Sur, CA 93920', 'United States']","[{'label': 'display', 'lat': 36.34440319434537, 'lng': -121.89203924462358}]",36.34440319434537,-121.89203924462358,,93920,CA,Big Sur,0,[],
18,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-55faf993498e89abaa56f8df-18,"[{'id': '4bf58dd8d48988d14b941735', 'name': 'Winery', 'pluralName': 'Wineries', 'shortName': 'Winery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/winery_', 'suffix': '.png'}, 'primary': True}]",,,,,,,55faf993498e89abaa56f8df,8940 Carmel Valley Rd,US,Carmel,United States,,29485,"['8940 Carmel Valley Rd', 'Carmel, CA 93923', 'United States']","[{'label': 'display', 'lat': 36.52837767922531, 'lng': -121.82005407928074}]",36.52837767922531,-121.82005407928074,,93923,CA,Folktale Winery & Vineyards,0,[],140262019
19,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4ae5c69bf964a520f3a121e3-19,"[{'id': '4bf58dd8d48988d1f4931735', 'name': 'Racetrack', 'pluralName': 'Racetracks', 'shortName': 'Racetrack', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/racetrack_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4ae5c69bf964a520f3a121e3,1021 Monterey Salinas Hwy,US,Salinas,United States,,35933,"['1021 Monterey Salinas Hwy', 'Salinas, CA 93908', 'United States']","[{'label': 'display', 'lat': 36.58534681016873, 'lng': -121.75477981567383}]",36.58534681016873,-121.75477981567383,,93908,CA,WeatherTech Raceway Laguna Seca,0,[],
20,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4bef16db5e4aa593aa8c58bb-20,"[{'id': '4bf58dd8d48988d1df941735', 'name': 'Bridge', 'pluralName': 'Bridges', 'shortName': 'Bridge', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/bridge_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4bef16db5e4aa593aa8c58bb,27602 Highway 1,US,Big Sur,United States,at Old Coast Rd,15450,"['27602 Highway 1 (at Old Coast Rd)', 'Big Sur, CA 93940', 'United States']","[{'label': 'display', 'lat': 36.372607042483004, 'lng': -121.90327325352264}]",36.372607042483004,-121.90327325352264,,93940,CA,Bixby Creek Bridge,0,[],
0,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4bbd305207809521535dda91-0,"[{'id': '5bae9231bedf3950379f89d0', 'name': 'State / Provincial Park', 'pluralName': 'State / Provincial Parks', 'shortName': 'State / Provincial Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/default_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4bbd305207809521535dda91,65084 Highway 1,US,Big Sur,United States,,14136,"['65084 Highway 1', 'Big Sur, CA 93920', 'United States']","[{'label': 'display', 'lat': 36.16947684982376, 'lng': -121.6658592224121}]",36.16947684982376,-121.6658592224121,,93920,CA,Julia Pfeiffer Burns State Park,0,[],
1,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-50551c4de4b012cb8270489c-1,"[{'id': '56aa371be4b08b9a8d573560', 'name': 'Waterfall', 'pluralName': 'Waterfalls', 'shortName': 'Waterfall', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/default_', 'suffix': '.png'}, 'primary': True}]",,,,,,,50551c4de4b012cb8270489c,Cabrillo Hwy,US,Big Sur,United States,,24666,"['Cabrillo Hwy', 'Big Sur, CA 93920', 'United States']","[{'label': 'display', 'lat': 36.227934904444396, 'lng': -121.7666244506836}]",36.227934904444396,-121.7666244506836,,93920,CA,McWay Falls,0,[],
2,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4c23e083b012b713e45e0893-2,"[{'id': '5bae9231bedf3950379f89d0', 'name': 'State / Provincial Park', 'pluralName': 'State / Provincial Parks', 'shortName': 'State / Provincial Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/default_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4c23e083b012b713e45e0893,47225 Pfeiffer Big Sur,US,Big Sur,United States,at Cabrillo Hwy,27778,"['47225 Pfeiffer Big Sur (at Cabrillo Hwy)', 'Big Sur, CA 93920', 'United States']","[{'label': 'display', 'lat': 36.253063982039905, 'lng': -121.78327560424805}]",36.253063982039905,-121.78327560424805,,93920,CA,Pfeiffer Big Sur State Park,0,[],
3,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4bc3a47ef8219c749c66b610-3,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4bc3a47ef8219c749c66b610,Sycamore Canyon Road Big Sur,US,Big Sur,United States,at Highway 1,28657,"['Sycamore Canyon Road Big Sur (at Highway 1)', 'Big Sur, CA 93920', 'United States']","[{'label': 'display', 'lat': 36.23894285005125, 'lng': -121.81728601455687}]",36.23894285005125,-121.81728601455687,,93920,CA,Pfeiffer Beach,0,[],
4,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-5768987d498e1f09148b55ea-4,"[{'id': '52e81612bcbc57f1066b7a13', 'name': 'Nature Preserve', 'pluralName': 'Nature Preserves', 'shortName': 'Preserve', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/naturepreserve_', 'suffix': '.png'}, 'primary': True}]",,,,,,,5768987d498e1f09148b55ea,,US,Big Sur,United States,,32115,"['Big Sur, CA 93920', 'United States']","[{'label': 'display', 'lat': 36.288297, 'lng': -121.805805}]",36.288297,-121.805805,,93920,CA,Big Sur,0,[],
5,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-51327387e4b099a39f700347-5,"[{'id': '4bf58dd8d48988d165941735', 'name': 'Scenic Lookout', 'pluralName': 'Scenic Lookouts', 'shortName': 'Scenic Lookout', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/sceniclookout_', 'suffix': '.png'}, 'primary': True}]",,,,,,,51327387e4b099a39f700347,19019 Highway 1,US,Big Sur,United States,,38737,"['19019 Highway 1', 'Big Sur, CA 93452', 'United States']","[{'label': 'display', 'lat': 35.781326161348304, 'lng': -121.32990517893019}]",35.781326161348304,-121.32990517893019,,93452,CA,Ragged Point,0,[],
6,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-5693599a498ea8988b04516e-6,"[{'id': '4bf58dd8d48988d159941735', 'name': 'Trail', 'pluralName': 'Trails', 'shortName': 'Trail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/hikingtrail_', 'suffix': '.png'}, 'primary': True}]",,,,,,,5693599a498ea8988b04516e,,US,San Ardo,United States,,34127,"['San Ardo, CA', 'United States']","[{'label': 'display', 'lat': 35.816145, 'lng': -121.357848}]",35.816145,-121.357848,,,CA,Salmon Creek Trail,0,[],
0,,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4c02c0ef39d476b0581f2fa7-0,"[{'id': '56aa371be4b08b9a8d573544', 'name': 'Bay', 'pluralName': 'Bays', 'shortName': 'Bay', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/harbor_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4c02c0ef39d476b0581f2fa7,,US,Monterey,United States,,1650,"['Monterey, CA 93940', 'United States']","[{'label': 'display', 'lat': 36.60072573530464, 'lng': -121.892100379779}]",36.60072573530464,-121.892100379779,,93940,CA,Monterey Bay,0,[],
1,,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4ba56d75f964a520070639e3-1,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4ba56d75f964a520070639e3,,US,Monterey,United States,,2198,"['Monterey, CA', 'United States']","[{'label': 'display', 'lat': 36.6047675914994, 'lng': -121.86833292944344}]",36.6047675914994,-121.86833292944344,,,CA,Del Monte Beach,0,[],
2,,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-51f88257498e78ca208245ad-2,"[{'id': '4bf58dd8d48988d1e6941735', 'name': 'Golf Course', 'pluralName': 'Golf Courses', 'shortName': 'Golf Course', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/golfcourse_', 'suffix': '.png'}, 'primary': True}]",,,,,,,51f88257498e78ca208245ad,,US,Pacific Grove,United States,,2467,"['Pacific Grove, CA', 'United States']","[{'label': 'display', 'lat': 36.578528952334295, 'lng': -121.90672738220691}]",36.578528952334295,-121.90672738220691,,,CA,Pebble Beach Golf Links,0,[],
3,,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4ce0b8fff8cdb1f744059912-3,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4ce0b8fff8cdb1f744059912,Cannery Row & Reeside Ave,US,Monterey,United States,,2696,"['Cannery Row & Reeside Ave', 'Monterey, CA 93940', 'United States']","[{'label': 'display', 'lat': 36.60967154602866, 'lng': -121.8962287902832}]",36.60967154602866,-121.8962287902832,,93940,CA,San Carlos Beach,0,[],
4,,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4bc1463fabf49521acebc093-4,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4bc1463fabf49521acebc093,Monterey State Beach,US,Monterey,United States,,3295,"['Monterey State Beach', 'Monterey, CA', 'United States']","[{'label': 'display', 'lat': 36.6106031377469, 'lng': -121.8576759395946}]",36.6106031377469,-121.8576759395946,,,CA,Monterey State Beach,0,[],
5,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4baad38af964a520d5883ae3-5,"[{'id': '4bf58dd8d48988d159941735', 'name': 'Trail', 'pluralName': 'Trails', 'shortName': 'Trail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/hikingtrail_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4baad38af964a520d5883ae3,Ocean View Blvd.,US,Pacific Grove,United States,,4312,"['Ocean View Blvd.', 'Pacific Grove, CA', 'United States']","[{'label': 'display', 'lat': 36.620736333752866, 'lng': -121.90840558449021}]",36.620736333752866,-121.90840558449021,,,CA,Pacific Grove Recreation Trail,0,[],
6,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4b4a41d3f964a5201b8126e3-6,"[{'id': '4bf58dd8d48988d163941735', 'name': 'Park', 'pluralName': 'Parks', 'shortName': 'Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4b4a41d3f964a5201b8126e3,Ocean View Blvd,US,Pacific Grove,United States,17th St,5187,"['Ocean View Blvd (17th St)', 'Pacific Grove, CA 93950', 'United States']","[{'label': 'display', 'lat': 36.62571859976565, 'lng': -121.91661840478648}]",36.62571859976565,-121.91661840478648,,93950,CA,Lovers Point Park & Beach,0,[],
7,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4acf4f26f964a52012d320e3-7,"[{'id': '4bf58dd8d48988d1e6941735', 'name': 'Golf Course', 'pluralName': 'Golf Courses', 'shortName': 'Golf Course', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/golfcourse_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4acf4f26f964a52012d320e3,3200 Lopez Rd,US,Pebble Beach,United States,,5088,"['3200 Lopez Rd', 'Pebble Beach, CA 93953', 'United States']","[{'label': 'display', 'lat': 36.58228497989064, 'lng': -121.93839525302334}]",36.58228497989064,-121.93839525302334,,93953,CA,Poppy Hills Golf Course,0,[],
8,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4d332dd88250f04d8778fae0-8,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4d332dd88250f04d8778fae0,Ocean Ave & Scenic Rd,US,Carmel,United States,,5986,"['Ocean Ave & Scenic Rd', 'Carmel, CA 93921', 'United States']","[{'label': 'display', 'lat': 36.5507759628052, 'lng': -121.92989587783812}]",36.5507759628052,-121.92989587783812,,93921,CA,Carmel Beach City Park,0,[],
9,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4bc43586dce4eee12d04729d-9,"[{'id': '4bf58dd8d48988d1e6941735', 'name': 'Golf Course', 'pluralName': 'Golf Courses', 'shortName': 'Golf Course', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/golfcourse_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4bc43586dce4eee12d04729d,2700 17-Mile Drive,US,Monterey,United States,,5861,"['2700 17-Mile Drive', 'Monterey, CA 93953', 'United States']","[{'label': 'display', 'lat': 36.61214531115942, 'lng': -121.94045878665797}]",36.61214531115942,-121.94045878665797,,93953,CA,The Links at Spanish Bay,0,[],
10,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4b495ba7f964a5203f6e26e3-10,"[{'id': '5bae9231bedf3950379f89d0', 'name': 'State / Provincial Park', 'pluralName': 'State / Provincial Parks', 'shortName': 'State / Provincial Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/default_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4b495ba7f964a5203f6e26e3,Sunset Drive,US,Pacific Grove,United States,,6182,"['Sunset Drive', 'Pacific Grove, CA 93950', 'United States']","[{'label': 'display', 'lat': 36.61994863949284, 'lng': -121.93884773738445}]",36.61994863949284,-121.93884773738445,,93950,CA,Asilomar State Beach,0,[],
